artifact,source_dir,visual_start_time_step,routed_rows,recovery_rows,published_replan_events,cooldown_skips,wait_for_valid_goal_skips,published_results,skipped_results,nav2_goal_succeeded,nav2_goal_preemptions,nav2_new_paths_to_controller,nav2_failed_to_make_progress,nav2_planner_failures,claim_supported
gazebo_nav2_recovery_success_episode.gif,outputs\gazebo_recovery_near_goal_check,75,334,331,5,254,72,5,326,4,2,16,0,0,route-triggered REPLAN was executed in Gazebo/Nav2 and Nav2 reported goal success
